score,full,x,mean,low,high
p,1,0.08439779405887111,0.287115868972911,0.1028162814281774,0.5859992821984709
p,1,0.0908911759715691,0.2901522956427028,0.10501429251559052,0.5874472265404883
p,1,0.09738455788426706,0.29320760509568095,0.10725257506438007,0.5888963911646209
p,1,0.10387793979696502,0.2962816369908035,0.10953158151965751,0.5903468025354471
p,1,0.11037132170966299,0.29937422491035465,0.11185175693564023,0.5917984882693647
p,1,0.11686470362236095,0.3024851963530319,0.11421353831461749,0.5932514771687771
p,1,0.12335808553505892,0.30561437273069453,0.11661735392723917,0.5947057992573918
p,1,0.12985146744775689,0.3087615693688393,0.11906362261437782,0.5961614858166653
p,1,0.13634484936045485,0.31192659551086327,0.1215527530708674,0.5976185694234374
p,1,0.14283823127315282,0.3151092543261726,0.1240851431114821,0.5990770839887835
p,1,0.14933161318585078,0.3183093429221904,0.1266611789195799,0.6005370647981289
p,1,0.15582499509854875,0.3215266523603166,0.1292812342788968,0.6019985485526659
p,1,0.1623183770112467,0.32476096767588475,0.1319456697890448,0.6034615734121055
p,1,0.16881175892394468,0.32801206790216114,0.13465483206533332,0.6049261790388119
p,1,0.17530514083664264,0.3312797260984237,0.13740905292360409,0.6063924066433531
p,1,0.1817985227493406,0.3345637093821572,0.14020864855084028,0.6078602990315166
p,1,0.18829190466203857,0.33786377896539505,0.1430539186623864,0.6093299006528214
p,1,0.19478528657473654,0.34117969019523436,0.14594514564668862,0.6108012576505752
p,1,0.2012786684874345,0.34451119259854607,0.1488825936985409,0.6122744179135156
p,1,0.20777205040013247,0.3478580299308979,0.15186650794190587,0.6137494311290741
p,1,0.21426543231283043,0.3512199402297022,0.15489711354345065,0.6152263488383062
p,1,0.2207588142255284,0.3545966558715968,0.15797461481802405,0.6167052244925255
p,1,0.22725219613822636,0.357987903634062,0.16109919432737912,0.6181861135116844
p,1,0.23374557805092433,0.36139340476127074,0.1642710119735253,0.6196690733445313
p,1,0.2402389599636223,0.3648128750341655,0.16749020408817744,0.6211541635305925
p,1,0.24673234187632026,0.368246024844749,0.1707568825198466,0.6226414457640043
p,1,0.25322572378901825,0.37169255927457123,0.17407113372019956,0.6241309839592303
p,1,0.2597191057017162,0.37515217817738994,0.17743301783139,0.6256228443186971
p,1,0.2662124876144142,0.37862457626597634,0.1808425677761442,0.6271170954023734
